id,text
733,[TICKET ID] - New Support Ticket received  - File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])
1525,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])
1828,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL]
9554,RDP priviliges needed
5226,J:ZR-Muster: Ordner / Dateien wieder herststellen
3774,Agenda Master - OutlookCriar Agenda Master no Outlook para que possamos inserir eventos. viagens. dentre outros. acesso para Gerentes. Gestores. Coordenadores. inserir mais de um compromisso na mesma data e horário.
5010,Need software for temperature logging device downloadedWe have a temperature logging device and the only person who has the software on his computer is [NAME]. who took his laptop with him on a business trip.  We had a malfunction in one of our coolers over the weekend and in order for the Breeders to make an informed decision we need to know what temperature these plants were exposed to for how long (kind of urgent).   I have the disc for downloading. I just need an admin to log in and approve.  [Image]
1977,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1538,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL]
8766,LIBERAR SENHA INTERNET
886,[TICKET ID] - New Support Ticket received  - activacion[LOCATION]equipo [SERVER]
6932,FALHA AO AGENDAR REUNIÃO[LOCATION]SKYPE
1507,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL]
1950,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1058,[TICKET ID] - New Support Ticket received  - Liberação de Pasta
9133,I am not able to find[LOCATION]on the computer
1064,[TICKET ID] - A Support Ticket was forwarded to your role  - Initiated by [COMPANY][LOCATION]- Vulnerable Intel[LOCATION]on [SERVER]
1514,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL]
874,[TICKET ID] - New Support Ticket received  - Approval to access [NAME]s mailbox
6964,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.
11383,Initiated by [COMPANY][LOCATION]- Vulnerable SQL-Server on [SERVER]
1351,[TICKET ID] - New Support Ticket received  - BB Work will not open
10474,Change of character on user principal name
642,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION])
2931,[SERVER] R:/ drive
1551,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
7573,Virus scan requested since out of control action observed
13992,login problemdear all.   i tried to login with [NAME] account and i receive this message:     [Image]
1726,File Share Access - [TICKET ID] - [NAME] ([COMPANY]-[PASSWORD]. [LOCATION])
713,[TICKET ID] - A Support Ticket was forwarded to your role  - File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])
2382,Anbindung eines NetztwerklaufwerkesFrau Ariane Knauth braucht schreibenden und lesenden Zugriff auf C:/GEOSYSTEMS Verzeichnis auf dem [SERVER] Server (IP:[IP_ADDRESS]). Können Sie es  das Folder auf ihrem Laptop als lokalen Netzwerkfolder anbinden? Danke  
1677,Shared Mailbox Access - [TICKET ID] - [EMAIL]
3086, Installation von den richtigen Zertifikaten auf[LOCATION]ServerHallo Zusammen.    auf dem[LOCATION]Server [URL] gibt es ein Zertifikatfehler.    Können Sie es bitte überprüfen und ggf. ein Zertifikat zu installieren?    Danke und Viele Grüße     [NAME]    [Bild]
1349,[TICKET ID] - A Support Ticket was forwarded to your role  - Instalaçao
1614,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])
10996,McAfee Endpoint Security on [SERVER]
2195,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
4289,Freezing Email
8934,Basis User - [TICKET ID] - [NAME].[NAME]([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  44288  Company:  [COMPANY] S.A.  Department:  [COMPANY]_MA-LOG  Street:  [ADDRESS].  ZIP: [LOCATION][ADDRESS]  City:  [ADDRESS]  Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 11589 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 24 2019  3:00AM     Additional information:
1435,Zertifikat erstellen um verschl�sselte Emails zu lesen
3733,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RO) Read only  File Share:  J:/E-CAD     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:
1932,Email Forwarding
1137,[TICKET ID] - A Support Ticket was forwarded to your role  - missing [ADDRESS] and [ADDRESS]
1189,[TICKET ID] - New Support Ticket received  - Reinstalar VPN. no Computador do rtc. [NAME].
1670,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
6101,Computador travando. muito lento
1511,Shared Mailbox Access - [TICKET ID] - [EMAIL]
649,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] -
1431,Unidades de red y Permisos
617,[TICKET ID] - New Support Ticket received  - File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])
780,[TICKET ID] - A Support Ticket was forwarded to your role  -[LOCATION]feature unsable
1836,File Share Access - [TICKET ID] - [ADDRESS] ([COMPANY]A. [LOCATION])
2311,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
8491,Light User for external - [TICKET ID] - [USERNAME]. [NAME]Service Request: Light User for external  Create Light user for [USERNAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47037  Function: Externe Beraterin  Company: [COMPANY] Consulting GmbH  Department: GIT-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Aug 30 2019 11:00PM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan 21 2019 12:00AM     Additional information:
1676,ADM credentials are not working until rebooting client computers
2023,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
2119,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])
1784,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1868,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1973,File Share Access - [TICKET ID] - [NAME] ([COMPANY]D. [LOCATION])
4839,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.
1566,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
7576,Initiated by GIT: Missing connection to all securitytools on system [SERVER]
9454,Qarantine message
3583,Basis User for external - [TICKET ID] - [NAME]Service Request: Basis User for external     Create Windows account for external user  [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47004  Function: Intranet Consultant  Company: [URL] AG  Department: [ADDRESS]-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Apr 30 2019 11:00PM     Important: Please indicate in EA14 that it is an external user.     Requestor: [USERNAME] ([COMPANY]. [LOCATION])     Desired date: Jan 25 2019 12:00AM     Additional information:
1994,File Share Access - [TICKET ID] - [NAME] ([COMPANY])
10651,Colocar aviso de ausencia temporaria no email de [NAME]
3788,Trouble downloading Adobe Creative Cloud
1504,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.
9712,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.
540,Shared Mailbox Access - [ADDRESS] - [EMAIL]
961,[TICKET ID] - A Support Ticket was forwarded to your role  - Citrix - [TICKET ID] - [NAME] ([COMPANY] [LOCATION])
1851,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
8509,Initiated by GIT: Missing connection to AV Server on system [SERVER]
5406,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.
1742,Shared Mailbox Access - [PASSWORD] - [EMAIL]
1957,initiated by[LOCATION]: System [SERVER] is running an unsupported Windows 10 build
1521,File Share Access - [TICKET ID] - [NAME]. [NAME] ([COMPANY]. [LOCATION])
1175,[TICKET ID] - New Support Ticket received  - new phone
657,[TICKET ID] - A Support Ticket was forwarded to your role  - File Share Access - [TICKET ID] - [NAME] F ([COMPANY]. [LOCATION])
2258,spam. please block it RV: Quality & Regulatory Trends in the Crop Science Industry
2223,File Share Access - [TICKET ID] - [ADDRESS] ([COMPANY]A. [LOCATION])
14184,Keine automatische Neuverbindung von Microsoft Applikationen nach Beendung der[LOCATION]Verbindung
1398,[TICKET ID] - New Support Ticket received  - Mobile Device - [TICKET ID] - [NAME]. [NAME] ([COMPANY]. [LOCATION])
1374,[TICKET ID] - New Support Ticket received  - activacion Blackberry Work
2149,Initiated by GIT: Missing connection to Updates ([SOFTWARE] / WSUS) on system
1110,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.
4780,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:      N:/[SERVER]/STA-LEM    N:/[SERVER]/STA-CAM    N:/[SERVER]/STA-[LOCATION]    N:/[SERVER]/STA-PGRO        R/W including all subfolders.         Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:
2301,Shared Mailbox Access - [TICKET ID] - [EMAIL]
13877,Okta is locked to previous phone Hello. my Okta is locked to my previous iPhone. (The phone is long gone) and I am unable to check my email anymore on my new iPhone. ([NAME] had the same issue)
2114,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
9143,Acesso a pasta da rede
1148,[TICKET ID] - New Support Ticket received  - Growout Room PC not taking updates
1562,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1615,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])
1362,[TICKET ID] - New Support Ticket received  - Computador Backup para trabalho externo
2522,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.
2098,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])
1663,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1439,desbloquear user
2168,File Share Access - [TICKET ID] - [NAME] ([COMPANY]!![COMPANY] Srbija. [LOCATION])
1176,[TICKET ID] - New Support Ticket received  - Create user. corporate access and email account for new employee [NAME].[LOCATION]ID n°13420
1281,[TICKET ID] - [SERVER][LOCATION]- Planned Maintenance - 2018-10-10. 02:00[LOCATION]| [NAME] ([SERVER]) | [NAME] ([SERVER]) [COMPANY] SE.
1044,[TICKET ID] - New Support Ticket received  - TELEFONO ROTO
1930,Create Shared Mailbox - [TICKET ID] - [EMAIL]
945,[TICKET ID] - New Support Ticket received  - Instalar programa de registo de ronda [COMPANY] em meu PC
1008,[TICKET ID] - New Support Ticket received  - Add [NAME] to Copier/Scanner in Bloomington Office
3121,word tracking is not working
1268,[TICKET ID] - New Support Ticket received  - Slow Computer
10886,Scan Mail - [NAME]
7237,INstalar a Impresso do adm 2 no meu computador
5698,[NAME] cannot sign into Skype[NAME] cannot sign into Skype.  It says his sign on server is not available. All other O365 apps work.
2060,Remove File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
2634,Sent emails are not arriving to our Payroll general email
7339,Skype sem acesso.
1467,Missing connection to [SOFTWARE] / Update  on [SERVER]
2131,Delete Shared Mailbox - [EMAIL] - [EMAIL]. [LOCATION])
1747,Solicitação - Passar anti virus na minha maquina ( Acesso bloqueado)
1580,Remove File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
3456,Falha na conexão da VPN
858,[TICKET ID] - A Support Ticket was forwarded to your role  - Initiated by [COMPANY][LOCATION]- Vulnerable Intel[LOCATION]on [SERVER]
1801,Create Shared Mailbox - [TICKET ID] - [EMAIL]
1861,Shared Mailbox Access - [TICKET ID] - [EMAIL]
1530,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])
986,[TICKET ID] - New Support Ticket received  - Inclusao de Pessoas 
1024,[TICKET ID] - New Support Ticket received  - Phone - Okta 
1279,[TICKET ID] - New Support Ticket received  - I cannot log in to X-Flow
701,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] -
1481,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL]
1513,File Share Access - [TICKET ID] - [NAME] ([COMPANY]-[PASSWORD]. [LOCATION])
2411,Local admin rights needed for [SERVER]
4925,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.
8650,Light User for external - [TICKET ID] - [NAME]Service Request: Light User for external  Create Light user for [USERNAME]. [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]   Cost Center: 47050  Function: SAP-Systementwickler   Company: [COMPANY] INTERNATIONAL[LOCATION] Department: GIT-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Dec 18 2018 12:00AM     Additional information:  Light User für [NAME][LOCATION]- SolMan Systementwickler
1001,[TICKET ID] - A Support Ticket was forwarded to your role  - Skype uninstall and reinstall
2116,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1282,[TICKET ID] - [SERVER][LOCATION]- Planned Maintenance - 2018-10-10. 02:00[LOCATION]| [NAME] ([SERVER]) | [NAME] ([SERVER]) [COMPANY] SE. 
2002,File Share Access - [TICKET ID] - [NAME] ([COMPANY] [LOCATION])
1910,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1823,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])
2144,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1804,Shared Mailbox Access - [ADDRESS] - [EMAIL]
1914,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
9522,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    J:/ZRPMEXIM           Requestor: [NAME] [NAME] ([COMPANY]. [LOCATION])  Comment:  Hallo!  Ich benötige Zugriff auf folgendes Verzeichnis:   J:/ZRPMEXIM  Vielen Dank und Weihnachtsgrüße sendet [NAME]
1377,[TICKET ID] - New Support Ticket received  - Skype Malfunction
3806,Printer OFFLinePerdi conexão com a  impressora. Já reiniciei o computador e a impressora várias vezes e não  adianta. Sempre PRINTER OFFLINE. Por favor. pode me ajudar?
981,[TICKET ID] - New Support Ticket received  - BarTender app (print app) 
1953,(2019111410287) Verizon Initial Notification
6909,User [USERNAME] cannot receive emails from service catalog or SafeNet
2038,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
10600,Basis User - [TICKET ID] -Service Request: Basis User     Create Windows account for internal user       Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  22502  Company:    Department:  [LOCATION]  Street:    ZIP:    City:    Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 13706 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 21 2019 12:00AM     Additional information:
2024,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1107,[TICKET ID] - A Support Ticket was forwarded to you  - Initiated by [COMPANY][LOCATION]- Vulnerable[LOCATION]on [LOCATION]-[ADDRESS]
1407,Closure of an e-mail account
1397,[TICKET ID] - New Support Ticket received  - Telefonia - número 101
1334,[PASSWORD] - New Support Ticket received  - Problema con contraseña
1847,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1803,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
13762,Acesso pasta J: LaboratórioBoa tarde.      Por favor liberar meu acesso a pasta J: Laboratório.    Atenciosamente.
1951,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
2142,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL]
2894,Light User - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Light User  Create Light user for [NAME] ([COMPANY]. [LOCATION])     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47037  Company: [COMPANY] SE  Department: GIT-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office: [LOCATION]. [NAME]     Important: Please set the EA10 to the following value: 4458 (leave blank. when empty)     Desired date: Dec 10 2018 12:00AM     Requestor: [NAME] ([COMPANY]. [LOCATION])     Additional information:  Der User ist nicht für mich sondern für folgende Person:   [NAME]   [COMPANY] Multimedia Solutions GmbH  Learning und Change Consulting [NAME] Hausanschrift: [ADDRESS]  Postanschrift: [ADDRESS] [PHONE] (Tel)  [PHONE] (Mobil)  E-Mail: [EMAIL] Internet: [URL]
1850,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
750,[TICKET ID] - New information received on closed ticket  - Basis User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION])  
2452,[SOFTWARE] issues
1790,Shared Mailbox Access - [TICKET ID] - [EMAIL]
1190,[TICKET ID] - New Support Ticket received  - Configuração de Impressora
1622,Create Shared Mailbox - [TICKET ID] - [EMAIL]
915,[TICKET ID] - A Support Ticket was forwarded to your role  - Configuración mobilepass | [NAME]
7678,Basis User - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  75090  Company:  [COMPANY] SE  Department:  [SERVER]-[ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  Germany  Office:       Important: Please set the EA10 to the following value: 12715 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Oct 17 2018 12:00AM     Additional information:
1675,Shared Mailbox Access - [TICKET ID] - [EMAIL]
5786,Solicito backup do da 21/11/2019. da planilha. constante do endereço J:/PRODUÇÃO/SUPERVISOR CAMPOS DE PRODUÇÃO/Mônica PROTOCOLO DE NF.xlsx
1671,Shared Mailbox Access - [ADDRESS] - [EMAIL]
9156,Quarantine email
3019,Check if user email exists. and remove user from email
1347,[TICKET ID] - New Support Ticket received  - Skype not signing in 
6955,Light User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION])Service Request: Light User  Create Light user for [NAME] ([COMPANY]. [LOCATION])     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47037  Company: [COMPANY] SE  Department: GIT-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office: [LOCATION]. [NAME]     Important: Please set the EA10 to the following value: 4458 (leave blank. when empty)     Desired date: Dec 21 2018 12:00AM     Requestor: [NAME] ([COMPANY]. [LOCATION])     Additional information:  Hallo.  für den folgenden Mitarbeiter bitte den entsprechenden AD Account anlegen:  [NAME] [COMPANY] INTERNATIONAL[LOCATION]GDU[LOCATION]Solutions [NAME][LOCATION]FM/HCM [ADDRESS] [PHONE] (Mobil) Mail: [EMAIL]
610,[TICKET ID] - A Support Ticket was forwarded to your role  - The Skype of user [USERNAME] can’t work normally
2909,Microsoft apps are not working on the phone
1284,[TICKET ID] - New Support Ticket received  - Pagina web del[LOCATION]( IDASE)
1668,File Share Access - [TICKET ID] - [NAME] (EXTERNAL. [LOCATION])
4514,Setup McAfee Web Gateway [LOCATION]
10829,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.
8741,Kalenderzugriff nicht mehr gegeben
14302,File Share Access - [TICKET ID] - [NAME]lena ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME]lena ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:      give [NAME] access to           Groups ( J:)[LOCATION]        Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  please give her as soon as possible access
8158,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. ESBA)Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. ESBA) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:      Hello.        I need [NAME] to have access to the rh (//[SERVER]) (L:).    Please contact [NAME] or [NAME] for further information.    Thank you.    [NAME]         Requestor: [NAME] ([COMPANY]. ESBA)  Comment:
9075,Acesso a novo diretório
7690,No access to sharepoint team website
2737,Criação de uma lista de distribuição
13996,Initiated by GIT: Missing connection to all securitytools on system [SERVER]
3576,Nexthink alerts message inbox change
6097,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.
9585,Initiated by [COMPANY][LOCATION]- Vulnerable[LOCATION]on [SERVER] customer.  [COMPANY][LOCATION]tasked [COMPANY] IT to track [COMPANY] systems with identified vulnerabilities and furthermore to initiate mandatory procedures.     This message is just for you information. You will receive further details within a short time.        Kind regards.  [COMPANY] IT Services
2053,Users cant connect online
650,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] -
1719,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL]
397,Email folders are differentUser has noticed her email folders are now different.  Was there any updates over the weekend that would have caused this?  User has to monitor two mailboxes. and the recent changes make it difficult to see both in the same view.  Can this be changed?  Prior to today it looked like this.  [Image]  Today it looks like this.  [Image]
11281,Acesso a VPN
1688,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1308,[TICKET ID] - A Support Ticket was forwarded to your role  - okta mobile
718,[TICKET ID] - New Support Ticket received  - Basis User for external - [TICKET ID] - [NAME]
152,[TICKET ID] - New Support Ticket received  - renovacion [NAME]
2264,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1143,[TICKET ID] - New information received on closed ticket  - [NAME] Impressora
737,[TICKET ID] - A Support Ticket was forwarded to your role  - Light User for external - [USERNAME] - [NAME]
39,[TICKET ID] - A Support Ticket was forwarded to your role  - Kalenderproblem: free/busy für Kollegen nicht sichtbar
2246,Shared Mailbox Access - [ADDRESS] - [EMAIL]
1531,Create Shared Mailbox - [TICKET ID] - my[COMPANY] HU
1711,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
2625,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    Hello.   please grant me the same access to the same folders as Mr.Diedrich has.       Regards.   irina Karpacheva       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:
11258,Instalação de impressora  sharp 2640
10768,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.
6278,File Share Access - [TICKET ID] - Lueders.[NAME]([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  Lueders.[NAME]([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/SB-BD_CAA     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:
1736,Shared Mailbox Access - [ADDRESS] - [EMAIL]
1517,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
9476,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: Bemm)  Access Type: (RO) Read only  File Share:  J:/MBDATA/Lab     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:
605,[TICKET ID] - New information received on closed ticket  - Basis User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION])
1988,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1277,[TICKET ID] - New Support Ticket received  - Email y alias
1673,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION])
1389,[TICKET ID] - New Support Ticket received  - iPhone reset
2228,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])
2265,(2019100506508) Verizon Initial Notification - Sitecode: [LOCATION]
924,[TICKET ID] - New Support Ticket received  - Scanner Config.
565,[TICKET ID] - New Support Ticket received  - Create[LOCATION]entry [COMPANY]up.ads.dir
9791,File Share Access - [TICKET ID] -Service Request: File Share Access     Grant access to file share for the following user:   (Username: )  Access Type: (RW) Read / Write  File Share:    J:/[LOCATION]  J:/Projekte  [LOCATION]Projekt Management Portal TP   Benutzergruppe Project_Manager_TP       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:
